Data:float,Data2:float
"2.1841659545898438","0.0"
"2.151702880859375","0.006283179856836796"
"23.641590118408203","0.012566359713673592"
"23.769046783447266","0.025132719427347183"
"23.84288215637207","0.037699081003665924"
"23.748191833496094","0.0628318041563034"
"23.757761001586914","0.10053087770938873"
"23.877113342285156","0.14451314508914948"
"23.902183532714844","0.19477859139442444"
"23.98003578186035","0.25761038064956665"
"23.701269149780273","0.3330085277557373"
"23.88893699645996","0.40840670466423035"
"23.894290924072266","0.49637123942375183"
"23.962696075439453","0.590618908405304"
"23.75305938720703","0.6848666071891785"
"23.901987075805664","0.7916806936264038"
"23.704727172851562","0.8984947204589844"
"23.867305755615234","1.0115920305252075"
"23.645742416381836","1.1309723854064941"
"23.793886184692383","1.2503528594970703"
"23.948026657104492","1.369733214378357"
"23.65237808227539","1.4953967332839966"
"23.764333724975586","1.6210604906082153"
"23.874296188354492","1.746724009513855"
"23.965328216552734","1.8786708116531372"
"23.519437789916992","2.010617733001709"
"23.57105255126953","2.142564296722412"
"23.615737915039062","2.2745110988616943"
"23.633472442626953","2.4064579010009766"
"23.633935928344727","2.538404703140259"
"23.61499786376953","2.6766345500946045"
"23.573789596557617","2.8085813522338867"
"23.530607223510742","2.9468114376068115"
"23.454326629638672","3.0850412845611572"
"23.367774963378906","3.2169880867004395"
"23.264179229736328","3.3552181720733643"
"23.89120101928711","3.49344801902771"
"21.993778228759766","3.6316781044006348"
"19.3223876953125","3.7699081897735596"
"16.590576171875","3.9081380367279053"
"13.926544189453125","4.0400848388671875"
"11.376670837402344","4.178314685821533"
"8.978675842285156","4.310261249542236"
"6.682914733886719","4.435925006866455"
"4.509742736816406","4.561588764190674"
"2.4654006958007812","4.674685955047607"
"0.5179519653320312","4.787783145904541"
"-1.2961959838867188","4.888314247131348"
"-3.0207061767578125","4.9825615882873535"
"-4.6241912841796875","5.064242839813232"
"-6.1212615966796875","5.139641284942627"
"-7.490699768066406","5.208755970001221"
"-8.753280639648438","5.259021759033203"
"-9.9254150390625","5.309287071228027"
"-10.956249237060547","5.340703010559082"
"-11.907447814941406","5.365835666656494"
"-12.725833892822266","5.384685516357422"
"-13.44131088256836","5.390968322753906"
"-14.073524475097656","5.390968322753906"
"-14.606620788574219","5.378402233123779"
"-15.060874938964844","5.365835666656494"
"-15.417236328125","5.340703010559082"
"-15.727581024169922","5.309287071228027"
"-15.962810516357422","5.271588325500488"
"-16.134735107421875","5.227605819702148"
"-16.248886108398438","5.183623313903809"
"-16.3094482421875","5.1270751953125"
"-16.350727081298828","5.070526123046875"
"-16.330963134765625","5.007694721221924"
"-16.283981323242188","4.944862365722656"
"-16.19888687133789","4.8757476806640625"
"-16.100967407226562","4.8066325187683105"
"-15.973426818847656","4.737517833709717"
"-15.836017608642578","4.662119388580322"
"-15.700721740722656","4.586721420288086"
"-15.543037414550781","4.505039691925049"
"-15.375938415527344","4.4296417236328125"
"-15.17441177368164","4.347960472106934"
"-14.985675811767578","4.266279220581055"
"-14.77725601196289","4.184597969055176"
"-14.558647155761719","4.102916240692139"
"-14.333992004394531","4.021235466003418"
"-14.106830596923828","3.939553737640381"
"-13.878746032714844","3.857872486114502"
"-13.650094985961914","3.776191234588623"
"-13.420352935791016","3.694509983062744"
"-13.188474655151367","3.612828493118286"
"-12.953145980834961","3.531147003173828"
"-12.712974548339844","3.4557487964630127"
"-12.466615676879883","3.374067783355713"
"-12.245473861694336","3.292386293411255"
"-12.006725311279297","3.2169880867004395"
"-11.751873016357422","3.1353068351745605"
"-11.51296615600586","3.059908628463745"
"-11.249420166015625","2.9845104217529297"
"-10.997241973876953","2.9091124534606934"
"-10.748306274414062","2.833714246749878"
"-10.498340606689453","2.7583160400390625"
"-10.242677688598633","2.682917833328247"
"-9.978057861328125","2.613802909851074"
"-9.702213287353516","2.5446879863739014"
"-9.446371078491211","2.4755728244781494"
"-9.200624465942383","2.4064579010009766"
"-8.957941055297852","2.3373429775238037"
"-8.711742401123047","2.2682278156280518"
"-8.457387924194336","2.2053961753845215"
"-8.19174575805664","2.142564296722412"
"-7.945537567138672","2.079732656478882"
"-7.708651542663574","2.023184061050415"
"-7.474027633666992","1.9666353464126587"
"-7.267812728881836","1.9038035869598389"
"-7.076410293579102","1.853538155555725"
"-6.857546806335449","1.7969894409179688"
"-6.677321434020996","1.740440845489502"
"-6.485952377319336","1.6901755332946777"
"-6.282098770141602","1.6399099826812744"
"-6.094768524169922","1.5959277153015137"
"-5.914328575134277","1.5456622838974"
"-5.766834259033203","1.5016800165176392"
"-5.60467529296875","1.4576977491378784"
"-5.459012985229492","1.4137154817581177"
"-5.318487167358398","1.369733214378357"
"-5.176918029785156","1.3320341110229492"
"-5.028738021850586","1.288051962852478"
"-4.903083801269531","1.2503528594970703"
"-4.756183624267578","1.2126537561416626"
"-4.622173309326172","1.181237816810608"
"-4.491947650909424","1.1435387134552002"
"-4.393548011779785","1.112122893333435"
"-4.280721187591553","1.0744237899780273"
"-4.185657501220703","1.0430078506469727"
"-4.065067291259766","1.0115920305252075"
"-3.954946994781494","0.9801760911941528"
"-3.847565174102783","0.955043375492096"
"-3.739388942718506","0.923627495765686"
"-3.6592817306518555","0.8984947204589844"
"-3.563138484954834","0.8670788407325745"
"-3.4845972061157227","0.8419461250305176"
"-3.381412982940674","0.8168134093284607"
"-3.290252685546875","0.7916806936264038"
"-3.203766345977783","0.7728311419487"
"-3.118602752685547","0.7476983666419983"
"-3.063650131225586","0.7225657105445862"
"-2.994736671447754","0.7037161588668823"
"-2.912749767303467","0.6785834431648254"
"-2.8496742248535156","0.6597338914871216"
"-2.76524019241333","0.6408843994140625"
"-2.6959619522094727","0.6220348477363586"
"-2.634340286254883","0.6031852960586548"
"-2.5767319202423096","0.5843357443809509"
"-2.5190930366516113","0.5654861927032471"
"-2.4587080478668213","0.5529198050498962"
"-2.3937909603118896","0.5340702533721924"
"-2.355952739715576","0.5215039253234863"
"-2.302985906600952","0.5026544332504272"
"-2.269853353500366","0.4900880455970764"
"-2.215127944946289","0.477521687746048"
"-2.1759138107299805","0.46495530009269714"
"-2.1450273990631104","0.4461057782173157"
"-2.119091272354126","0.43353942036628723"
"-2.0616002082824707","0.4209730625152588"
"-2.0116841793060303","0.40840670466423035"
"-1.9651942253112793","0.3958403468132019"
"-1.9209823608398438","0.3895571827888489"
"-1.876828908920288","0.37699079513549805"
"-1.863868236541748","0.3644244372844696"
"-1.839315414428711","0.35185807943344116"
"-1.8049592971801758","0.34557491540908813"
"-1.760629653930664","0.3330085277557373"
"-1.7406072616577148","0.3267253637313843"
"-1.7045927047729492","0.31415897607803345"
"-1.6889392137527466","0.3078758120536804"
"-1.6531325578689575","0.295309454202652"
"-1.6348280906677246","0.28902629017829895"
